Frequency,S11 Re,S11 Im,S21 Re,S21 Im
1.76534,-0.1953701377,-0.3026188314,0.897577405,-0.2510224283
1.76552,-0.1954389811,-0.3025637865,0.8975454569,-0.2511636019
1.7657,-0.1954482198,-0.3026651442,0.8975244164,-0.2509598136
1.76588,-0.1955415308,-0.3027279377,0.8974029422,-0.2510383725
1.76606,-0.1954467595,-0.3027885854,0.8975020647,-0.2511214316
1.76624,-0.1954817623,-0.3028015494,0.8973813057,-0.2511339486
1.76642,-0.1954842508,-0.3028258979,0.8974590302,-0.2512589097
1.7666,-0.1954787374,-0.3028934598,0.8976214528,-0.2513008714
1.76678,-0.1954813898,-0.3028623462,0.8975411057,-0.2512649298
1.76696,-0.1954176575,-0.3028671443,0.8975402117,-0.2510484159
1.76714,-0.1955188066,-0.3029258251,0.8975099921,-0.2511608005
1.76732,-0.1955594867,-0.3029165864,0.8975616097,-0.2512231469
1.7675,-0.1956321895,-0.3030322194,0.8975543976,-0.2511283457
1.76768,-0.1955716461,-0.3029500246,0.8972836137,-0.2512317598
1.76786,-0.1955765188,-0.3030138612,0.8974964619,-0.2512497008
1.76804,-0.1956555247,-0.3029541969,0.8974444866,-0.2513810396
1.76822,-0.1956369281,-0.3029790819,0.8972488642,-0.2514646947
1.7684,-0.1955739856,-0.3030655384,0.8972200751,-0.251285404
1.76858,-0.195637241,-0.3030560613,0.8973460793,-0.2514027655
1.76876,-0.1956921369,-0.3031164706,0.8973953128,-0.2515353262
1.76894,-0.1956372857,-0.3031695783,0.8973740339,-0.2515384853
1.76912,-0.1957032233,-0.3032379746,0.8975525498,-0.2514823675
1.7693,-0.1957316101,-0.3032151759,0.8973253965,-0.2515863478
1.76948,-0.1956529766,-0.3032268882,0.897259295,-0.2515163124
1.76966,-0.1957649887,-0.3032322228,0.8973932266,-0.2516109049
