Frequency,S11,S21
1.7603,(-0.1947792172-0.3017960191j),(-0.1947792172-0.3017960191j)
1.76048,(-0.1948403418-0.3017762899j),(-0.1948403418-0.3017762899j)
1.76066,(-0.1948740482-0.3019401133j),(-0.1948740482-0.3019401133j)
1.76084,(-0.1949413568-0.3018540442j),(-0.1949413568-0.3018540442j)
1.76102,(-0.1948868185-0.3019153476j),(-0.1948868185-0.3019153476j)
1.7612,(-0.19490619-0.3019479513j),(-0.19490619-0.3019479513j)
1.76138,(-0.194957301-0.3019273281j),(-0.194957301-0.3019273281j)
1.76156,(-0.194957763-0.3020119071j),(-0.194957763-0.3020119071j)
1.76174,(-0.1950120181-0.3019735515j),(-0.1950120181-0.3019735515j)
1.76192,(-0.1950369179-0.3020791411j),(-0.1950369179-0.3020791411j)
1.7621,(-0.195105359-0.3020638824j),(-0.195105359-0.3020638824j)
1.76228,(-0.1950569749-0.3021211624j),(-0.1950569749-0.3021211624j)
1.76246,(-0.195020318-0.3021799624j),(-0.195020318-0.3021799624j)
1.76264,(-0.1950427443-0.3021383286j),(-0.1950427443-0.3021383286j)
1.76282,(-0.1951165199-0.3021358848j),(-0.1951165199-0.3021358848j)
1.763,(-0.1951475143-0.3022110462j),(-0.1951475143-0.3022110462j)
1.76318,(-0.1950391233-0.3022456467j),(-0.1950391233-0.3022456467j)
