Frequency,S11,S21
1.75652,(-0.1551238-0.3163922727j),(-0.1551238-0.3163922727j)
1.7567,(-0.1550697535-0.3164815307j),(-0.1550697535-0.3164815307j)
1.75688,(-0.1551120877-0.3164587915j),(-0.1551120877-0.3164587915j)
1.75706,(-0.1550831646-0.3164039552j),(-0.1550831646-0.3164039552j)
1.75724,(-0.1551373601-0.3165086806j),(-0.1551373601-0.3165086806j)
1.75742,(-0.1550741196-0.3164919615j),(-0.1550741196-0.3164919615j)
1.7576,(-0.1551368386-0.3164280951j),(-0.1551368386-0.3164280951j)
1.75778,(-0.1551446617-0.316404134j),(-0.1551446617-0.316404134j)
1.75796,(-0.1551183462-0.3164638877j),(-0.1551183462-0.3164638877j)
1.75814,(-0.1552031487-0.3165059388j),(-0.1552031487-0.3165059388j)
1.75832,(-0.155217886-0.3165180981j),(-0.155217886-0.3165180981j)
1.7585,(-0.1552009583-0.3165650666j),(-0.1552009583-0.3165650666j)
1.75868,(-0.1553086638-0.3165336847j),(-0.1553086638-0.3165336847j)
1.75886,(-0.1552439481-0.3165403306j),(-0.1552439481-0.3165403306j)
1.75904,(-0.1553768367-0.3165858388j),(-0.1553768367-0.3165858388j)
1.75922,(-0.1554517895-0.3165487647j),(-0.1554517895-0.3165487647j)
1.7594,(-0.1555049419-0.3165946603j),(-0.1555049419-0.3165946603j)
1.75958,(-0.1553789526-0.3166105449j),(-0.1553789526-0.3166105449j)
1.75976,(-0.1554127336-0.3167318404j),(-0.1554127336-0.3167318404j)
1.75994,(-0.1553663164-0.3167677522j),(-0.1553663164-0.3167677522j)
1.76012,(-0.1554160267-0.3168312907j),(-0.1554160267-0.3168312907j)
1.7603,(-0.1555504948-0.316916436j),(-0.1555504948-0.316916436j)
1.76048,(-0.1556029767-0.3168050647j),(-0.1556029767-0.3168050647j)
1.76066,(-0.1556625068-0.3168864548j),(-0.1556625068-0.3168864548j)
1.76084,(-0.1556545794-0.3169307113j),(-0.1556545794-0.3169307113j)
1.76102,(-0.1554840952-0.3169128597j),(-0.1554840952-0.3169128597j)
1.7612,(-0.1555710137-0.3169885278j),(-0.1555710137-0.3169885278j)
1.76138,(-0.155539453-0.3169175088j),(-0.155539453-0.3169175088j)
1.76156,(-0.1556719989-0.3169629872j),(-0.1556719989-0.3169629872j)
1.76174,(-0.1556133479-0.3170417547j),(-0.1556133479-0.3170417547j)
1.76192,(-0.1556769758-0.317025274j),(-0.1556769758-0.317025274j)
1.7621,(-0.1556564569-0.3171128333j),(-0.1556564569-0.3171128333j)
1.76228,(-0.155696854-0.3170899749j),(-0.155696854-0.3170899749j)
1.76246,(-0.1556389332-0.3171834648j),(-0.1556389332-0.3171834648j)
1.76264,(-0.1557478011-0.3171857297j),(-0.1557478011-0.3171857297j)
1.76282,(-0.1557239592-0.3172233403j),(-0.1557239592-0.3172233403j)
1.763,(-0.1556215435-0.317163378j),(-0.1556215435-0.317163378j)
