Frequency,S11,S21
2.0610651065106507,(-0.2180162072-0.1079598442j),(-0.2180162072-0.1079598442j)
2.062864286428643,(-0.2641249597-0.04384859279j),(-0.2641249597-0.04384859279j)
2.0646634663466346,(-0.2853660882+0.04359678179j),(-0.2853660882+0.04359678179j)
2.0664626462646263,(-0.2711818218+0.1408706754j),(-0.2711818218+0.1408706754j)
2.068261826182618,(-0.2190513611+0.2315019071j),(-0.2190513611+0.2315019071j)
2.07006100610061,(-0.134769991+0.2987173796j),(-0.134769991+0.2987173796j)
2.0718601860186014,(-0.03041777201+0.3307210505j),(-0.03041777201+0.3307210505j)
2.0736593659365936,(0.07760342211+0.3230002522j),(0.07760342211+0.3230002522j)
2.0754585458545853,(0.1732397825+0.2782911956j),(0.1732397825+0.2782911956j)
2.077257725772577,(0.2432553619+0.2058902979j),(0.2432553619+0.2058902979j)
2.079056905690569,(0.280759275+0.1194866374j),(0.280759275+0.1194866374j)
2.080856085608561,(0.2856461704+0.03415808082j),(0.2856461704+0.03415808082j)
2.0826552655265522,(0.2647174895-0.03781485185j),(0.2647174895-0.03781485185j)
2.0844544454445444,(0.2296207249-0.08988716453j),(0.2296207249-0.08988716453j)
2.086253625362536,(0.1922205687-0.1227535531j),(0.1922205687-0.1227535531j)
2.088052805280528,(0.1609507948-0.143579632j),(0.1609507948-0.143579632j)
2.0898519851985196,(0.1370461732-0.1625513881j),(0.1370461732-0.1625513881j)
2.0916511651165117,(0.1144984365-0.1869069785j),(0.1144984365-0.1869069785j)
2.093450345034503,(0.0840112865-0.2173614949j),(0.0840112865-0.2173614949j)
2.095249524952495,(0.03761542961-0.2477600873j),(0.03761542961-0.2477600873j)
2.097048704870487,(-0.02689237334-0.2669852674j),(-0.02689237334-0.2669852674j)
2.0988478847884786,(-0.1040566713-0.2643867433j),(-0.1040566713-0.2643867433j)
2.1006470647064703,(-0.183354184-0.233199209j),(-0.183354184-0.233199209j)
